TS1064	1
TS1230	1
TS1354	1
TS1360	13
TS18046	559
TS18047	6
TS18048	236
TS2304	1
TS2305	770
TS2307	711
TS2315	4
TS2322	201
TS2328	1
TS2339	314
TS2344	6
TS2345	401
TS2349	41
TS2352	29
TS2353	24
TS2355	1
TS2366	4
TS2367	3
TS2416	5
TS2459	2
TS2488	5
TS2493	8
TS2504	1
TS2532	163
TS2536	1
TS2538	9
TS2551	4
TS2554	72
TS2556	2
TS2558	1
TS2559	2
TS2571	13
TS2578	4
TS2638	3
TS2677	2
TS2678	1
TS2693	2
TS2694	1
TS2698	80
TS2703	10
TS2722	5
TS2724	31
TS2739	4
TS2740	4
TS2741	16
TS2769	68
TS2783	2
TS5097	1708
TS6133	264
TS6138	1
TS6142	320
TS6192	9
TS6196	61
TS7006	512
TS7016	75
TS7019	1
TS7022	1
TS7031	22
TS7053	41
