agent	@thyrox/daemon	3
agent	@thyrox/headless-sdk	12
agent	@thyrox/ide	2
agent	@thyrox/mcp-runtime	3
agent	@thyrox/output	1
agent	@thyrox/repl	18
agent	@thyrox/swarm	3
agent	@thyrox/teleport	3
agent	@thyrox/updater	1
app-host	@thyrox/bridge	2
app-host	@thyrox/cli	5
app-host	@thyrox/headless-sdk	1
app-host	@thyrox/ide	1
app-host	@thyrox/mcp-runtime	4
app-host	@thyrox/provider	26
app-host	@thyrox/repl	33
app-host	@thyrox/server	1
app-host	@thyrox/swarm	5
app-host	@thyrox/teleport	1
app-host	@thyrox/tool-registry	24
bridge	@thyrox/cli	2
cli	@thyrox/bridge	4
cli	@thyrox/command-runtime	12
cli	@thyrox/daemon	7
cli	@thyrox/memory	5
cli	@thyrox/output	4
cli	@thyrox/repl	31
cli	@thyrox/server	10
cli	@thyrox/shell	15
cli	@thyrox/storage	31
cli	@thyrox/swarm	7
cli	@thyrox/teleport	1
cli	@thyrox/tool-registry	41
cli	@thyrox/updater	1
command-runtime	@thyrox/bridge	4
command-runtime	@thyrox/ide	1
command-runtime	@thyrox/mcp-runtime	1
command-runtime	@thyrox/memory	5
command-runtime	@thyrox/output	5
command-runtime	@thyrox/repl	11
command-runtime	@thyrox/swarm	3
command-runtime	@thyrox/teleport	1
command-runtime	@thyrox/tool-registry	31
command-runtime	@thyrox/voice	5
computer-use-mcp	@thyrox/app-host	2
computer-use-mcp	@thyrox/computer-use-input	1
computer-use-mcp	@thyrox/computer-use-swift	1
computer-use-mcp	@thyrox/config	8
computer-use-mcp	@thyrox/local-observability	16
computer-use-mcp	@thyrox/mcp-runtime	3
computer-use-mcp	@thyrox/provider	1
computer-use-mcp	@thyrox/shell	1
computer-use-mcp	@thyrox/tool-registry	1
computer-use-swift	@thyrox/computer-use-mcp	2
config	@thyrox/bridge	1
config	@thyrox/command-runtime	4
config	@thyrox/memory	2
config	@thyrox/output	2
config	@thyrox/permission	1
config	@thyrox/updater	1
daemon	@thyrox/agent	2
ide	@thyrox/permission	1
ink	@thyrox/local-observability	1
ink	@thyrox/output	3
ink	@thyrox/repl	5
mcp-runtime	@thyrox/cli	1
mcp-runtime	@thyrox/command-runtime	6
mcp-runtime	@thyrox/ide	1
mcp-runtime	@thyrox/repl	2
mcp-runtime	@thyrox/tool-registry	15
output	@thyrox/agent	1
output	@thyrox/app-host	2
output	@thyrox/config	2
output	@thyrox/local-observability	4
output	@thyrox/repl	1
output	@thyrox/storage	2
permission	@thyrox/bridge	1
permission	@thyrox/command-runtime	1
permission	@thyrox/mcp-runtime	3
permission	@thyrox/output	1
permission	@thyrox/repl	1
permission	@thyrox/shell	4
permission	@thyrox/swarm	1
permission	@thyrox/tool-registry	42
provider	@thyrox/app-host	18
provider	@thyrox/command-runtime	3
provider	@thyrox/mcp-runtime	3
provider	@thyrox/permission	4
provider	@thyrox/teleport	5
provider	@thyrox/tool-registry	20
repl	@thyrox/agent	135
repl	@thyrox/app-host	55
repl	@thyrox/bridge	2
repl	@thyrox/cli	7
repl	@thyrox/color-diff-napi	1
repl	@thyrox/command-runtime	45
repl	@thyrox/config	129
repl	@thyrox/headless-sdk	6
repl	@thyrox/ide	7
repl	@thyrox/image-processor-napi	2
repl	@thyrox/ink	58
repl	@thyrox/local-observability	99
repl	@thyrox/mcp-runtime	8
repl	@thyrox/memory	3
repl	@thyrox/output	21
repl	@thyrox/permission	23
repl	@thyrox/provider	29
repl	@thyrox/server	11
repl	@thyrox/shell	25
repl	@thyrox/storage	45
repl	@thyrox/swarm	32
repl	@thyrox/teleport	5
repl	@thyrox/tool-registry	75
repl	@thyrox/updater	4
repl	@thyrox/url-handler-napi	1
shell	@thyrox/agent	5
shell	@thyrox/command-runtime	1
shell	@thyrox/output	2
shell	@thyrox/permission	4
shell	@thyrox/provider	3
shell	@thyrox/repl	4
storage	@thyrox/cli	1
swarm	@thyrox/app-host	4
swarm	@thyrox/command-runtime	4
swarm	@thyrox/config	7
swarm	@thyrox/headless-sdk	1
swarm	@thyrox/local-observability	8
swarm	@thyrox/output	1
swarm	@thyrox/permission	2
swarm	@thyrox/provider	3
swarm	@thyrox/repl	4
swarm	@thyrox/shell	2
tool-registry	@thyrox/bridge	3
tool-registry	@thyrox/ide	6
tool-registry	@thyrox/memory	9
tool-registry	@thyrox/repl	14
tool-registry	@thyrox/swarm	47
tool-registry	@thyrox/teleport	1
tool-registry	@thyrox/voice	5
