TS1064	1
TS1230	1
TS1354	1
TS1360	13
TS18046	572
TS18047	6
TS18048	222
TS2304	1
TS2305	578
TS2307	2175
TS2315	4
TS2322	166
TS2339	323
TS2344	1
TS2345	354
TS2349	42
TS2352	26
TS2353	22
TS2355	1
TS2366	5
TS2367	3
TS2416	5
TS2454	1
TS2459	2
TS2488	5
TS2493	8
TS2504	1
TS2532	165
TS2536	1
TS2538	3
TS2551	4
TS2554	72
TS2556	1
TS2558	1
TS2559	2
TS2571	13
TS2578	4
TS2638	3
TS2677	1
TS2678	1
TS2693	2
TS2694	1
TS2698	84
TS2703	10
TS2722	5
TS2724	19
TS2739	4
TS2740	4
TS2741	14
TS2769	67
TS2783	2
TS5097	1708
TS6133	264
TS6138	1
TS6142	286
TS6192	9
TS6196	61
TS7006	690
TS7016	39
TS7019	5
TS7022	1
TS7031	32
TS7053	42
