    135 repl	agent
    129 repl	config
     99 repl	local-observability
     75 repl	tool-registry
     58 repl	ink
     55 repl	app-host
     47 tool-registry	swarm
     45 repl	storage
     45 repl	command-runtime
     42 permission	tool-registry
     41 cli	tool-registry
     35 ROOT:tests	config
     34 ROOT:tests	app-host
     33 app-host	repl
     32 repl	swarm
     31 command-runtime	tool-registry
     31 cli	storage
     31 cli	repl
     29 repl	provider
     26 app-host	provider
     25 repl	shell
     24 app-host	tool-registry
     23 repl	permission
     22 ROOT:tests	agent
     21 repl	output
     20 provider	tool-registry
     18 provider	app-host
     18 agent	repl
     18 ROOT:tests	provider
     16 computer-use-mcp	local-observability
     15 mcp-runtime	tool-registry
     15 cli	shell
     14 tool-registry	repl
     14 ROOT:tests	tool-registry
     13 ROOT:tests	output
     12 cli	command-runtime
     12 agent	headless-sdk
     12 ROOT:tests	storage
     11 repl	server
     11 command-runtime	repl
     10 cli	server
      9 tool-registry	memory
      9 ROOT:tests	repl
      8 tool-registry	agent
      8 swarm	local-observability
      8 repl	mcp-runtime
      8 computer-use-mcp	config
      8 cli	mcp-runtime
      7 swarm	config
      7 repl	ide
      7 repl	cli
      7 cli	swarm
      7 cli	daemon
      7 cli	config
      6 tool-registry	ide
      6 repl	headless-sdk
      6 mcp-runtime	command-runtime
      6 ROOT:tests	mcp-runtime
      5 tool-registry	voice
      5 shell	agent
      5 repl	teleport
      5 provider	teleport
      5 ink	repl
      5 command-runtime	voice
      5 command-runtime	output
      5 command-runtime	memory
      5 cli	memory
      5 app-host	swarm
      5 app-host	cli
      4 swarm	repl
      4 swarm	command-runtime
      4 swarm	app-host
      4 shell	repl
      4 shell	permission
      4 repl	updater
      4 provider	permission
      4 permission	shell
      4 output	local-observability
      4 config	command-runtime
      4 command-runtime	bridge
      4 cli	output
      4 cli	bridge
      4 app-host	mcp-runtime
      4 ROOT:tests	local-observability
      3 tool-registry	config
      3 tool-registry	bridge
      3 swarm	provider
      3 shell	provider
      3 repl	memory
      3 provider	mcp-runtime
      3 provider	command-runtime
      3 permission	mcp-runtime
      3 ink	output
      3 computer-use-mcp	mcp-runtime
      3 command-runtime	swarm
      3 cli	agent
      3 agent	teleport
      3 agent	swarm
      3 agent	mcp-runtime
      3 agent	daemon
      3 ROOT:tests	swarm
      2 swarm	shell
      2 swarm	permission
      2 shell	output
      2 shell	config
      2 repl	image-processor-napi
      2 repl	bridge
      2 output	storage
      2 output	config
      2 output	app-host
      2 mcp-runtime	repl
      2 mcp-runtime	config
      2 daemon	agent
      2 config	output
      2 config	memory
      2 computer-use-swift	computer-use-mcp
      2 computer-use-mcp	app-host
      2 bridge	cli
      2 app-host	bridge
      2 agent	ide
      1 tool-registry	teleport
      1 swarm	output
      1 swarm	headless-sdk
      1 swarm	agent
      1 storage	cli
      1 shell	command-runtime
      1 repl	url-handler-napi
      1 repl	color-diff-napi
      1 permission	swarm
      1 permission	repl
      1 permission	output
      1 permission	command-runtime
      1 permission	bridge
      1 output	repl
      1 output	agent
      1 mcp-runtime	ide
      1 mcp-runtime	cli
      1 mcp-runtime	agent
      1 ink	local-observability
      1 ide	permission
      1 config	updater
      1 config	permission
      1 config	bridge
      1 computer-use-mcp	tool-registry
      1 computer-use-mcp	shell
      1 computer-use-mcp	provider
      1 computer-use-mcp	computer-use-swift
      1 computer-use-mcp	computer-use-input
      1 command-runtime	teleport
      1 command-runtime	mcp-runtime
      1 command-runtime	ide
      1 command-runtime	config
      1 command-runtime	agent
      1 cli	updater
      1 cli	teleport
      1 cli	provider
      1 app-host	teleport
      1 app-host	server
      1 app-host	ide
      1 app-host	headless-sdk
      1 app-host	command-runtime
      1 app-host	agent
      1 agent	updater
      1 agent	tool-registry
      1 agent	output
      1 agent	config
      1 ROOT:tests	headless-sdk
      1 ROOT:tests	command-runtime
