no-existe	registerProcessOutputErrorHandlers	 src/packages/shell/src/process.ts	
definido-en-otro	McpServerConfig	 src/packages/config/plugin/_deps.ts	 src/packages/mcp-runtime/src/compat.ts src/packages/mcp-runtime/src/contracts.ts src/packages/config/mcpConfigSchema.ts src/packages/config/plugin/types.ts
no-existe	isSystemLocalCommandMessage	 src/packages/agent/messages.ts	
no-existe	recordFirstStartTime	 src/packages/config/index.ts	
no-existe	getAttributionTexts	 src/packages/agent/attribution.ts	
definido-en-otro	createAttachmentMessage	 src/packages/agent/attachments.ts	 src/packages/agent/internal/queryRuntime.ts
no-existe	ExtraKnownMarketplaceSchema	 src/packages/config/settings/types.ts	
definido-en-otro	getMessagesAfterCompactBoundary	 src/packages/agent/messages.ts	 src/packages/bridge/src/internal/pendingCrossPackageDeps.ts src/packages/agent/internal/queryRuntime.ts
no-existe	cyclePermissionMode	 src/packages/permission/src/getNextPermissionMode.ts	
definido-en-otro	SettingsJson	 src/packages/config/settings/settings.ts	 src/packages/config/settings/types.ts
definido-en-otro	claimTask	 src/packages/agent/tasks.ts	 src/packages/swarm/src/adapters/appRuntime.ts
no-existe	extractToolInputForTelemetry	 src/packages/agent/eventMetadata.ts	
no-existe	StreamingToolUse	 src/packages/agent/messages.ts	
no-existe	YoloClassifierResult	 src/packages/permission/src/permissionTypes.ts	
definido-en-otro	hasPermissionsToUseTool	 src/packages/permission/src/permission.ts src/packages/permission/src/permissions.ts	 src/packages/swarm/src/adapters/appRuntime.ts
no-existe	getMemoryFiles	 src/packages/storage/src/claudemd.ts	
no-existe	suppressNextSkillListing	 src/packages/agent/attachments.ts	
no-existe	deletePermissionRule	 src/packages/permission/src/permissions.ts	
definido-en-otro	Command	 src/packages/mcp-runtime/src/types.ts	 src/packages/command-runtime/src/types.ts src/packages/config/plugin/_deps.ts src/packages/agent/command.ts
no-existe	clearDynamicSkills	 src/packages/command-runtime/src/skills/loadSkillsDir.ts	
no-existe	getAllSocketPaths	 src/packages/agent/claudeInChrome/common.ts	
definido-en-otro	modelSupportsEffort	 src/packages/agent/effort.ts	 src/packages/provider/src/internal/legacyRuntimeSupport.ts
no-existe	resetGetMemoryFilesCache	 src/packages/storage/src/claudemd.ts	
no-existe	getUseAutoModeDuringPlan	 src/packages/config/settings/settings.ts	
definido-en-otro	sendSandboxPermissionResponseViaMailbox	 src/packages/swarm/src/index.ts	 src/packages/swarm/src/permissions/index.ts
no-existe	reorderMessagesInUI	 src/packages/agent/messages.ts	
no-existe	getExternalClaudeMdIncludes	 src/packages/storage/src/claudemd.ts	
no-existe	formatCost	 src/packages/provider/src/costTracker.ts	
no-existe	shouldSkipPluginAutoupdate	 src/packages/config/index.ts	
no-existe	getSkillDirCommands	 src/packages/command-runtime/src/skills/loadSkillsDir.ts	
no-existe	isPathInSandboxWriteAllowlist	 src/packages/permission/src/pathValidation.ts	
no-existe	UUID	 src/packages/agent/uuid.ts	
no-existe	filterOrphanedThinkingOnlyMessages	 src/packages/agent/messages.ts	
definido-en-otro	getDefaultAppState	 src/packages/app-host/src/state/AppState.tsx	 src/packages/app-host/src/state/AppStateCompat.ts src/packages/app-host/src/runtime/appStateCompatShim.ts
no-existe	isToolSearchToolAvailable	 src/packages/agent/toolSearch.ts	
definido-en-otro	getSystemPrompt	 src/packages/agent/prompts.ts	 src/packages/swarm/src/adapters/appRuntime.ts
definido-en-otro	filterUnresolvedToolUses	 src/packages/agent/messages.ts	 src/packages/agent/loop/session/reconcile.ts
no-existe	countLinesChanged	 src/packages/agent/diff.ts	
no-existe	getRemoteControlAtStartup	 src/packages/config/index.ts	
no-existe	onDynamicSkillsLoaded	 src/packages/command-runtime/src/skills/loadSkillsDir.ts	
no-existe	hasUnresolvedHooksFromLookup	 src/packages/agent/messages.ts	
definido-en-otro	AppStateStore	 src/packages/repl/src/appStateHooks.ts	 src/packages/app-host/src/state/AppStateCompat.ts
definido-en-otro	env	 src/packages/config/env/index.ts	 src/packages/ide/src/internal/pendingCrossPackageDeps.ts src/packages/swarm/src/adapters/appRuntime.ts src/packages/config/env/paths.ts
no-existe	PendingConnect	 src/packages/cli/src/entry/mode-dispatch.ts	
definido-en-otro	ScopedLspServerConfig	 src/packages/config/plugin/_deps.ts	 src/packages/ide/src/lsp/types.ts
no-existe	buildMessageLookups	 src/packages/agent/messages.ts	
definido-en-otro	AgentInput	 src/packages/agent/index.ts	 src/packages/agent/agentState.ts src/packages/agent/types/state.ts
definido-en-otro	installCliHostBindings	 src/packages/cli/src/index.ts	 src/packages/cli/src/host.ts
