../@ant/computer-use-mcp/src/legacy/win32/bridgeClient.ts	8
../@ant/computer-use-mcp/src/toolCalls.ts	12
../@ant/ink/src/components/Box.tsx	6
../@ant/ink/src/components/ErrorOverview.tsx	1
../@ant/ink/src/core/ink.tsx	8
../@ant/ink/src/core/terminal.ts	1
../@ant/ink/src/keybindings/KeybindingSetup.tsx	1
../@ant/ink/src/theme/Tree.tsx	1
../@ant/ink/src/vim/transitions.ts	2
../agent/AgentSummary/agentSummary.ts	2
../agent/MagicDocs/magicDocs.ts	2
../agent/SessionMemory/sessionMemory.ts	3
../agent/awaySummary.ts	1
../agent/background/fleet/generateJobName.ts	1
../agent/background/fleet/replBridgeSeed.ts	1
../agent/claudeInChrome/mcpServer.ts	2
../agent/claudeInChrome/toolRendering.tsx	1
../agent/claudeInChromeSetup.ts	5
../agent/command.ts	1
../agent/commitAttribution.ts	1
../agent/compaction/autoCompact.ts	4
../agent/compaction/microCompact.ts	10
../agent/compaction/postCompactCleanup.ts	3
../agent/compaction/sessionMemoryCompact.ts	17
../agent/constants/spinnerVerbs.ts	4
../agent/fileChangedWatcher.ts	5
../agent/forkedAgent.ts	7
../agent/hooks/AsyncHookRegistry.ts	6
../agent/hooks/registerFrontmatterHooks.ts	1
../agent/hooks/sessionHooks.ts	8
../agent/internal/cronSchedulerCore.ts	7
../agent/internal/cronTasksCore.ts	7
../agent/internal/cronTasksLockCore.ts	3
../agent/internal/fileHistoryCore.ts	13
../agent/internal/loopDynamicCore.ts	1
../agent/internal/queryDeps.ts	2
../agent/internal/queryRuntime.ts	34
../agent/internal/stopHooksCore.ts	6
../agent/localAgentTask.tsx	28
../agent/messages/mappers.ts	5
../agent/query.ts	52
../agent/queryContext.ts	2
../agent/sessionFileAccessHooks.ts	2
../agent/sessionStores.ts	5
../agent/sessionTitle.ts	1
../agent/sessionTools/analyzeContext.ts	12
../agent/sideQuestion.ts	2
../agent/standalone/standaloneAgent.ts	1
../agent/statusAlias.tsx	4
../agent/task/framework.ts	26
../agent/tasks/DreamTask/DreamTask.ts	5
../agent/tasks/LocalMainSessionTask.tsx	8
../agent/tasks/LocalShellTask.tsx	12
../agent/tasks/LocalShellTask/killShellTasks.ts	1
../agent/tasks/LocalWorkflowTask/LocalWorkflowTask.ts	6
../agent/tasks/MonitorMcpTask/MonitorMcpTask.ts	2
../agent/tasks/stopTask.ts	1
../agent/tokens.ts	2
../agent/workflow/namedWorkflows.ts	2
../agent/workflow/workflowWorktree.ts	1
../app-host/src/bootstrap/gracefulShutdown.ts	2
../app-host/src/init.ts	4
../app-host/src/providerHostSetup.ts	2
../bridge/src/internal/pendingCrossPackageDeps.ts	1
../bridge/src/remoteBridgeCore.ts	2
../bridge/src/replBridge.ts	2
../command-runtime/src/commands/clear/caches.ts	3
../command-runtime/src/commands/context/context-noninteractive.ts	2
../command-runtime/src/commands/fast/fast.tsx	1
../command-runtime/src/commands/install/install.tsx	2
../command-runtime/src/commands/login/login.tsx	8
../command-runtime/src/commands/review/review.ts	1
../command-runtime/src/commands/review/reviewRemote.ts	1
../command-runtime/src/host.ts	1
../config/generators.ts	1
../config/plugin/PluginInstallationManager.ts	2
../config/plugin/addDirPluginSettings.ts	1
../config/plugin/headlessPluginInstall.ts	2
../config/plugin/hintRecommendation.ts	4
../config/plugin/installCounts.ts	1
../config/plugin/installedPluginsManager.ts	14
../config/plugin/loadPluginAgents.ts	3
../config/plugin/loadPluginCommands.ts	10
../config/plugin/loadPluginHooks.ts	5
../config/plugin/loadPluginOutputStyles.ts	2
../config/plugin/lspPluginIntegration.ts	2
../config/plugin/marketplaceHelpers.ts	3
../config/plugin/marketplaceManager.ts	31
../config/plugin/mcpPluginIntegration.ts	3
../config/plugin/mcpbHandler.ts	43
../config/plugin/officialMarketplaceGcs.ts	4
../config/plugin/orphanedPluginFilter.ts	2
../config/plugin/parseMarketplaceInput.ts	1
../config/plugin/pluginAutoupdate.ts	7
../config/plugin/pluginFlagging.ts	1
../config/plugin/pluginLoader.ts	17
../config/plugin/pluginOptionsStorage.ts	8
../config/plugin/refresh.ts	4
../config/plugin/trustedPluginConfig.ts	3
../config/plugin/zipCache.ts	5
../config/plugin/zipCacheAdapters.ts	1
../config/semver.ts	3
