agents.agents_paths	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 380 linea(s) de traza, 1 proceso(s); subject_exit=0)
agents.agent_store	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 954 linea(s) de traza, 1 proceso(s); subject_exit=0)
agents.backfill_agent_sessions	3	subject_exit=3	assert_no_writes: OK — 0 escrituras (alcance medido: 955 linea(s) de traza, 1 proceso(s); subject_exit=3)
agents.anonymize_transcript	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 536 linea(s) de traza, 1 proceso(s); subject_exit=0)
agents.drain_spool	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 481 linea(s) de traza, 1 proceso(s); subject_exit=0)
agents.fix_agent_frontmatter	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 403 linea(s) de traza, 1 proceso(s); subject_exit=0)
agents.model_catalog	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 545 linea(s) de traza, 1 proceso(s); subject_exit=0)
agents.reconcile_store	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 574 linea(s) de traza, 1 proceso(s); subject_exit=0)
agents.register_session	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 499 linea(s) de traza, 1 proceso(s); subject_exit=0)
cache.paths	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 387 linea(s) de traza, 1 proceso(s); subject_exit=0)
corpus.archive_build_corpus	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 591 linea(s) de traza, 1 proceso(s); subject_exit=0)
corpus.census_scripts	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 434 linea(s) de traza, 1 proceso(s); subject_exit=0)
corpus.backfill_findings_history	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 1169 linea(s) de traza, 1 proceso(s); subject_exit=0)
corpus.census_counterparts	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 384 linea(s) de traza, 1 proceso(s); subject_exit=0)
corpus.convert_broken_references	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 413 linea(s) de traza, 1 proceso(s); subject_exit=0)
corpus.list_corpus_builds	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 384 linea(s) de traza, 1 proceso(s); subject_exit=0)
docs.initiative_placement	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 467 linea(s) de traza, 1 proceso(s); subject_exit=0)
docs.citations	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 493 linea(s) de traza, 1 proceso(s); subject_exit=0)
docs.scaffold_initiative	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 509 linea(s) de traza, 1 proceso(s); subject_exit=0)
hallazgo.census_findings	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 537 linea(s) de traza, 1 proceso(s); subject_exit=0)
hallazgo.hallazgo_ids	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 425 linea(s) de traza, 1 proceso(s); subject_exit=0)
hooks.bridge_hooks	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 470 linea(s) de traza, 1 proceso(s); subject_exit=0)
hooks.detect_finding_layer	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 488 linea(s) de traza, 1 proceso(s); subject_exit=0)
hooks.detect_prose_vocabulary	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 646 linea(s) de traza, 1 proceso(s); subject_exit=0)
hooks.detect_rst_validation	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 389 linea(s) de traza, 1 proceso(s); subject_exit=0)
hooks.detect_topic_duplication	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 493 linea(s) de traza, 1 proceso(s); subject_exit=0)
hooks.error_log	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 460 linea(s) de traza, 1 proceso(s); subject_exit=0)
hooks.maintenance_chain	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 537 linea(s) de traza, 1 proceso(s); subject_exit=0)
hooks.stop_tests	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 428 linea(s) de traza, 1 proceso(s); subject_exit=0)
hooks.stop_gate	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 581 linea(s) de traza, 1 proceso(s); subject_exit=0)
hooks.stop_pending_work	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 604 linea(s) de traza, 1 proceso(s); subject_exit=0)
hooks.task_lifecycle	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 552 linea(s) de traza, 1 proceso(s); subject_exit=0)
paths.declarations	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 434 linea(s) de traza, 1 proceso(s); subject_exit=0)
paths.reach_roots	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 399 linea(s) de traza, 1 proceso(s); subject_exit=0)
peer_mailbox.inbox	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 607 linea(s) de traza, 1 proceso(s); subject_exit=0)
repo.pending_work	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 497 linea(s) de traza, 1 proceso(s); subject_exit=0)
repo.citations	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 435 linea(s) de traza, 1 proceso(s); subject_exit=0)
rules.paths	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 400 linea(s) de traza, 1 proceso(s); subject_exit=0)
session.adopt_background	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 521 linea(s) de traza, 1 proceso(s); subject_exit=0)
session.clone_bootstrap	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 447 linea(s) de traza, 1 proceso(s); subject_exit=0)
session.generate_bin	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 441 linea(s) de traza, 1 proceso(s); subject_exit=0)
session.background	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 648 linea(s) de traza, 1 proceso(s); subject_exit=0)
session.instruction_floor	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 435 linea(s) de traza, 1 proceso(s); subject_exit=0)
session.probe_model_switch_cache	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 535 linea(s) de traza, 1 proceso(s); subject_exit=0)
session.marker_wait	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 667 linea(s) de traza, 1 proceso(s); subject_exit=0)
session.reconcile_user_hooks	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 479 linea(s) de traza, 1 proceso(s); subject_exit=0)
task.agrupar_tareas_por_familia	1	subject_exit=0	assert_no_writes: 1 escritura(s) intentada(s) (alcance medido: 459 linea(s) de traza, 1 proceso(s); subject_exit=0)   mkdir        /home/user/thyrox/agent-results 
task.census_open_tasks	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 557 linea(s) de traza, 1 proceso(s); subject_exit=0)
task.board_sync	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 507 linea(s) de traza, 1 proceso(s); subject_exit=0)
task.closure_graph	1	subject_exit=0	assert_no_writes: 1 escritura(s) intentada(s) (alcance medido: 1665 linea(s) de traza, 1 proceso(s); subject_exit=0)   mkdir        /home/user/thyrox/agent-results 
task.implementation_order	1	subject_exit=0	assert_no_writes: 1 escritura(s) intentada(s) (alcance medido: 567 linea(s) de traza, 1 proceso(s); subject_exit=0)   mkdir        /home/user/thyrox/agent-results 
task.render_tablero_asignadas	1	subject_exit=0	assert_no_writes: 1 escritura(s) intentada(s) (alcance medido: 689 linea(s) de traza, 1 proceso(s); subject_exit=0)   mkdir        /home/user/thyrox/agent-results 
task.task_ids	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 502 linea(s) de traza, 1 proceso(s); subject_exit=0)
task.task_source	1	subject_exit=0	assert_no_writes: 1 escritura(s) intentada(s) (alcance medido: 491 linea(s) de traza, 1 proceso(s); subject_exit=0)   mkdir        /home/user/thyrox/agent-results 
verify.check_agent_isolation	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 385 linea(s) de traza, 1 proceso(s); subject_exit=0)
task.vecinos_de_tarea	1	subject_exit=0	assert_no_writes: 1 escritura(s) intentada(s) (alcance medido: 510 linea(s) de traza, 1 proceso(s); subject_exit=0)   mkdir        /home/user/thyrox/agent-results 
verify.check_cifra_de_artefacto_vivo	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 385 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_binary_literal_citations	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 1620 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_config_precedence	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 408 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_consumer_anchor	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 392 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_consumer_copies	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 426 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_corpus_al_dia	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 499 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_doc_citations	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 508 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_error_catalog	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 392 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_eventos_hook	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 453 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_finding_id_unique	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 510 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_gitattributes	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 399 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_generator_determinism	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 399 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_hallazgo_submodulo	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 470 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_hooks_timeout	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 424 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_identifier_language	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 392 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_hook_script_token	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 438 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_manifest_language	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 508 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_mutante_en_staging	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 391 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_path_arithmetic	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 392 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_premise_drift	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 457 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_provider_evidence	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 401 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_python_surface	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 390 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_rst_referencias	3	subject_exit=1	assert_no_writes: OK — 0 escrituras (alcance medido: 426 linea(s) de traza, 1 proceso(s); subject_exit=1)
verify.check_rst_convenciones	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 421 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_rule_divergence	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 414 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_rst_sintaxis	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 699 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_script_deprecated	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 399 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_script_naming	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 439 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_suite_discrimina	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 598 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.check_unreachable_rules	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 403 linea(s) de traza, 1 proceso(s); subject_exit=0)
verify.detect_broken_references	0	subject_exit=0	assert_no_writes: OK — 0 escrituras (alcance medido: 396 linea(s) de traza, 1 proceso(s); subject_exit=0)
