archivo	bytes	tipo	sha256
bunfs-root/chunk-x7f60hk6.js	1161	texto	a50a94d41c97a4501a227512b4807dc666101b319056b84ecc310004dade548d
bunfs-root/chunk-2y9gqtpa.js	1194	texto	c0430c545ef5660ba07b58be14f57369c817c65154b55bf965dfb57dad3b9df5
bunfs-root/chunk-rpx1p8pk.js	2675	texto	086f46514d913e16794f5cac57d3e20b14f2fc57231de2ff7c7aa175a6ba981e
bunfs-root/chunk-cde3djn8.js	1138	texto	a2ab162dc23a0e0c5988f983c4abb79c8ba46ef36ba9c86f0b2acbf45fba725e
bunfs-root/chunk-258tmxke.js	2492	texto	ae303ff7fe191feecd0a40cce3acd8fe297e0b641c9856bbaa5989dce8137e47
bunfs-root/cli	19681	texto	942ad5ef46d52a4aa13460dc5d538b428a7939f3ec134922ed548d7ca62db2aa
bunfs-root/chunk-934z9d80.js	1523	texto	f0a8a8ae566474a62d7a5e096d634d95c55a794de31ea7295fa0b2da34878cdd
bunfs-root/chunk-cv95njys.js	754	texto	69c8e0ca661b49bca92ab17db34514c3fb173a13ad631bdfd112109f11896939
bunfs-root/image-processor.js	685	texto	9cc48d7a26e86779847458488a97c4f7b822dcb4e26df81eba35ab7cabf6fff0
bunfs-root/chunk-fxacv4wa.js	752	texto	71b15f023e30c723ddb2e72af9570077552d071dfb616450b22621b4efbabbca
bunfs-root/audio-capture.js	685	texto	b45551cf3f9757d535905a4a2ea630e8258547242deb618da2dc3b26296f50cd
bunfs-root/chunk-v3fedfas.js	753	texto	5ecb99111d8fe914ef2fea4f13d4eb69e54da1ca57f9c8b5799eb24e10fae624
bunfs-root/clipboard-napi.js	685	texto	aa8404081ad949c88538f323c3d3e2196969db01fc01e846390e3b5105542fc9
bunfs-root/chunk-xzmtst7a.js	165460	texto	c1623c4e9d4db2b9719082c4447e499e9ba73984d1983a6003d3e93c6ea9e7ef
bunfs-root/chunk-xqrf3bs4.js	699	texto	c857ce0fcfee40cf3b4c147afbf51565c6f94725bdf681b2d87e87e7b2c7e93f
bunfs-root/chunk-ejvxvv46.js	5507	texto	308c2af40a1bd03d7b3779ec36c98f105f7deda68988995d2cfad19ac42a4170
bunfs-root/chunk-py8dsda5.js	6687	texto	0483b2517aa5279cdf94570df64e9a5850039f533ff7da0b49b993aa64ace4e5
