11	roughTokenCountEstimationForMessages	src/packages/agent/tokenEstimation.ts	-
11	getOrCreateUserID	src/packages/config/index.ts	src/packages/provider/src/internal/legacyRuntimeSupport.ts:593,src/packages/local-observability/src/internal/pendingCrossPackageDeps.ts:702
11	getAutoModeConfig	src/packages/config/settings/settings.ts	-
10	AgentDefinition	src/packages/config/plugin/_deps.ts	src/packages/tools/src/agent.ts:26,src/packages/headless-sdk/src/coreTypes.generated.ts:221,src/packages/swarm/src/adapters/appRuntime.ts:244
10	ExtraKnownMarketplaceSchema	src/packages/config/settings/types.ts	-
10	getFileReadIgnorePatterns	src/packages/permission/src/filesystem.ts	-
10	normalizePatternsToPath	src/packages/permission/src/filesystem.ts	-
10	YoloClassifierResult	src/packages/permission/src/permissionTypes.ts	-
9	HookProgress	src/packages/agent/types/hooks.ts	-
9	ToolPermissionRulesBySource	src/packages/permission/src/permissionTypes.ts	-
8	Attachment	src/packages/agent/attachments.ts	src/packages/agent/loop/transcript.ts:23
8	createAttachmentMessage	src/packages/agent/attachments.ts	src/packages/agent/internal/queryRuntime.ts:155
8	suppressNextSkillListing	src/packages/agent/attachments.ts	-
8	getAllSocketPaths	src/packages/agent/claudeInChrome/common.ts	-
8	getSecureSocketPath	src/packages/agent/claudeInChrome/common.ts	-
8	getEffortSuffix	src/packages/agent/effort.ts	-
8	extractToolInputForTelemetry	src/packages/agent/eventMetadata.ts	-
8	EMPTY_LOOKUPS	src/packages/agent/messages.ts	-
8	buildMessageLookups	src/packages/agent/messages.ts	-
8	buildSubagentLookups	src/packages/agent/messages.ts	-
8	filterOrphanedThinkingOnlyMessages	src/packages/agent/messages.ts	-
8	filterWhitespaceOnlyAssistantMessages	src/packages/agent/messages.ts	-
8	stripSignatureBlocks	src/packages/agent/messages.ts	src/packages/agent/internal/queryRuntime.ts:119
8	withMemoryCorrectionHint	src/packages/agent/messages.ts	-
8	DEFAULT_AGENT_PROMPT	src/packages/agent/prompts.ts	-
8	enhanceSystemPromptWithEnvDetails	src/packages/agent/prompts.ts	-
8	getSystemPrompt	src/packages/agent/prompts.ts	src/packages/swarm/src/adapters/appRuntime.ts:292
8	resetTaskList	src/packages/agent/tasks.ts	-
8	countTokensWithAPI	src/packages/agent/tokenEstimation.ts	-
8	isToolSearchEnabledOptimistic	src/packages/agent/toolSearch.ts	-
8	isToolSearchToolAvailable	src/packages/agent/toolSearch.ts	-
8	activateConditionalSkillsForPaths	src/packages/command-runtime/src/skills/loadSkillsDir.ts	-
8	addSkillDirectories	src/packages/command-runtime/src/skills/loadSkillsDir.ts	-
