unresolved	src/packages/@ant/ink/src/components/Box.tsx:2	type-fest	Except	
unresolved	src/packages/@ant/ink/src/components/Button.tsx:8	type-fest	Except	
unresolved	src/packages/@ant/ink/src/components/ScrollBox.tsx:8	type-fest	Except	
missing	src/packages/agent/background/fleet/replBridgeSeed.ts:14	../../messages.js	getAssistantMessageText	src/packages/agent/messages.ts
missing	src/packages/agent/claudeInChrome/mcpServer.ts:23	./common.js	getAllSocketPaths	src/packages/agent/claudeInChrome/common.ts
missing	src/packages/agent/claudeInChrome/mcpServer.ts:23	./common.js	getSecureSocketPath	src/packages/agent/claudeInChrome/common.ts
missing	src/packages/agent/claudeInChromeSetup.ts:25	./claudeInChromeCommon.js	getAllBrowserDataPaths	src/packages/agent/claudeInChromeCommon.ts
missing	src/packages/agent/claudeInChromeSetup.ts:25	./claudeInChromeCommon.js	getAllNativeMessagingHostsDirs	src/packages/agent/claudeInChromeCommon.ts
missing	src/packages/agent/claudeInChromeSetup.ts:25	./claudeInChromeCommon.js	getAllWindowsRegistryKeys	src/packages/agent/claudeInChromeCommon.ts
missing	src/packages/agent/claudeInChromeSetup.ts:25	./claudeInChromeCommon.js	openInChrome	src/packages/agent/claudeInChromeCommon.ts
missing	src/packages/agent/compaction/autoCompact.ts:21	./compact.js	compactConversation	src/packages/agent/compaction/compact.ts
missing	src/packages/agent/compaction/postCompactCleanup.ts:7	@thyrox/storage/claudemd.js	resetGetMemoryFilesCache	src/packages/storage/src/claudemd.ts
missing	src/packages/agent/compaction/sessionMemoryCompact.ts:35	./compact.js	createPlanAttachmentIfNeeded	src/packages/agent/compaction/compact.ts
missing	src/packages/agent/sessionTools/analyzeContext.ts:2	../prompts.js	getSystemPrompt	src/packages/agent/prompts.ts
missing	src/packages/agent/sessionTools/analyzeContext.ts:2	../prompts.js	SYSTEM_PROMPT_DYNAMIC_BOUNDARY	src/packages/agent/prompts.ts
missing	src/packages/agent/sessionTools/analyzeContext.ts:47	@thyrox/storage/claudemd.js	getMemoryFiles	src/packages/storage/src/claudemd.ts
missing	src/packages/agent/statusAlias.tsx:7	@thyrox/storage/claudemd.js	getMemoryFiles	src/packages/storage/src/claudemd.ts
