@ant/computer-use-mcp	@ant/computer-use-input	1
@ant/computer-use-mcp	@ant/computer-use-swift	1
@ant/computer-use-mcp	@anthropic/ink	1
@ant/computer-use-swift	@ant/computer-use-mcp	2
agent	@ant/claude-for-chrome-mcp	2
agent	@anthropic/ink	7
agent	@thyrox/config	1
agent	@thyrox/tool-registry	1
app-host	@anthropic/ink	5
app-host	@thyrox/agent	1
app-host	@thyrox/bridge	1
app-host	@thyrox/cli	1
app-host	@thyrox/command-runtime	1
app-host	@thyrox/swarm	2
app-host	@thyrox/tool-registry	2
cli	@ant/computer-use-mcp	1
cli	@anthropic/ink	10
cli	@thyrox/agent	3
cli	@thyrox/command-runtime	1
cli	@thyrox/config	7
cli	@thyrox/mcp-runtime	9
cli	@thyrox/provider	1
cli	@thyrox/tool-registry	1
command-runtime	@ant/claude-for-chrome-mcp	1
command-runtime	@anthropic/ink	102
command-runtime	@thyrox/agent	1
command-runtime	@thyrox/cli	2
command-runtime	@thyrox/config	1
command-runtime	@thyrox/mcp-runtime	2
command-runtime	@thyrox/output	1
command-runtime	@thyrox/tool-registry	2
command-runtime	@thyrox/updater	1
computer-use-mcp	@thyrox/ink	1
computer-use-mcp	@thyrox/output	1
computer-use-mcp	@thyrox/permission	1
computer-use-mcp	@thyrox/repl	1
config	@anthropic/ink	2
config	@thyrox/repl	2
ide	@thyrox/permission	1
mcp-runtime	@ant/claude-for-chrome-mcp	1
mcp-runtime	@ant/computer-use-mcp	5
mcp-runtime	@thyrox/agent	1
mcp-runtime	@thyrox/config	2
output	@anthropic/ink	13
output	@thyrox/tool-registry	1
permission	@ant/computer-use-mcp	3
permission	@anthropic/ink	75
permission	@thyrox/ide	4
permission	@thyrox/tool-registry	15
provider	@anthropic/ink	1
provider	@thyrox/bridge	1
provider	@thyrox/repl	1
provider	@thyrox/tool-registry	1
repl	@thyrox/agent	24
repl	@thyrox/app-host	2
repl	@thyrox/cli	6
repl	@thyrox/command-runtime	3
repl	@thyrox/config	5
repl	@thyrox/mcp-runtime	4
repl	@thyrox/output	3
repl	@thyrox/permission	22
repl	@thyrox/tool-registry	21
repl	@thyrox/voice	11
shell	@anthropic/ink	1
shell	@thyrox/agent	1
shell	@thyrox/config	2
swarm	@anthropic/ink	3
swarm	@thyrox/agent	1
tool-registry	@anthropic/ink	53
tool-registry	@thyrox/agent	14
tool-registry	@thyrox/config	3
