HookAttachmentWithName	local	AUSENTE
getTeammateMailbox	local	AUSENTE
MEMORY_CORRECTION_HINT	local	presente
TOOL_REFERENCE_TURN_BOUNDARY	local	AUSENTE
withMemoryCorrectionHint	export	presente
deriveShortMessageId	export	presente
INTERRUPT_MESSAGE	export	presente
INTERRUPT_MESSAGE_FOR_TOOL_USE	export	presente
CANCEL_MESSAGE	export	presente
REJECT_MESSAGE	export	presente
REJECT_MESSAGE_WITH_REASON_PREFIX	export	presente
SUBAGENT_REJECT_MESSAGE	export	presente
SUBAGENT_REJECT_MESSAGE_WITH_REASON_PREFIX	export	presente
PLAN_REJECTION_PREFIX	export	presente
DENIAL_WORKAROUND_GUIDANCE	export	presente
AUTO_REJECT_MESSAGE	export	presente
DONT_ASK_REJECT_MESSAGE	export	presente
NO_RESPONSE_REQUESTED	export	presente
SYNTHETIC_TOOL_RESULT_PLACEHOLDER	export	presente
AUTO_MODE_REJECTION_PREFIX	local	presente
isClassifierDenial	export	presente
buildYoloRejectionMessage	export	presente
buildClassifierUnavailableMessage	export	presente
isSyntheticMessage	export	presente
isSyntheticApiErrorMessage	local	AUSENTE
getLastAssistantMessage	export	presente
hasToolCallsInLastAssistantTurn	export	presente
baseCreateAssistantMessage	local	presente
createAssistantMessage	export	presente
createAssistantAPIErrorMessage	export	presente
createUserMessage	export	presente
prepareUserContent	export	presente
createUserInterruptionMessage	export	presente
createSyntheticUserCaveatMessage	export	presente
formatCommandInputTags	export	presente
createModelSwitchBreadcrumbs	export	presente
createProgressMessage	export	presente
createToolResultStopMessage	export	presente
extractTag	export	presente
isNotEmptyMessage	export	presente
deriveUUID	export	presente
normalizeMessages	export	presente
ToolUseRequestMessage	local	AUSENTE
isToolUseRequestMessage	export	presente
ToolUseResultMessage	local	AUSENTE
isToolUseResultMessage	export	presente
reorderMessagesInUI	export	presente
isHookAttachmentMessage	local	AUSENTE
getInProgressHookCount	local	AUSENTE
getResolvedHookCount	local	AUSENTE
hasUnresolvedHooks	export	AUSENTE
getToolResultIDs	export	presente
getSiblingToolUseIDs	export	AUSENTE
MessageLookups	export	presente
buildMessageLookups	export	presente
EMPTY_LOOKUPS	export	presente
EMPTY_STRING_SET	export	presente
buildSubagentLookups	export	presente
getSiblingToolUseIDsFromLookup	export	presente
getProgressMessagesFromLookup	export	presente
hasUnresolvedHooksFromLookup	export	presente
getToolUseIDs	export	presente
reorderAttachmentsForAPI	export	AUSENTE
isSystemLocalCommandMessage	export	presente
stripUnavailableToolReferencesFromUserMessage	local	AUSENTE
appendMessageTagToUserMessage	local	AUSENTE
stripToolReferenceBlocksFromUserMessage	export	AUSENTE
stripCallerFieldFromAssistantMessage	export	AUSENTE
contentHasToolReference	local	AUSENTE
ensureSystemReminderWrap	local	AUSENTE
smooshSystemReminderSiblings	local	AUSENTE
sanitizeErrorToolResultContent	local	AUSENTE
relocateToolReferenceSiblings	local	AUSENTE
normalizeMessagesForAPI	export	AUSENTE
mergeUserMessagesAndToolResults	export	AUSENTE
mergeAssistantMessages	export	AUSENTE
isToolResultMessage	local	AUSENTE
mergeUserMessages	export	AUSENTE
mergeAdjacentUserMessages	local	AUSENTE
hoistToolResults	local	AUSENTE
normalizeUserTextContent	local	AUSENTE
joinTextAtSeam	local	AUSENTE
ToolResultContentItem	local	AUSENTE
smooshIntoToolResult	local	AUSENTE
mergeUserContentBlocks	export	AUSENTE
normalizeContentFromAPI	export	AUSENTE
isEmptyMessageText	export	presente
STRIPPED_TAGS_RE	local	presente
stripPromptXMLTags	export	presente
getToolUseID	export	presente
filterUnresolvedToolUses	export	AUSENTE
getAssistantMessageText	export	presente
getUserMessageText	export	presente
textForResubmit	export	presente
extractTextContent	export	presente
getContentText	export	presente
StreamingToolUse	export	AUSENTE
StreamingThinking	export	AUSENTE
handleMessageFromStream	export	AUSENTE
wrapInSystemReminder	export	AUSENTE
wrapMessagesInSystemReminder	export	AUSENTE
getPlanModeInstructions	local	AUSENTE
PLAN_PHASE4_CONTROL	export	AUSENTE
PLAN_PHASE4_TRIM	local	AUSENTE
PLAN_PHASE4_CUT	local	AUSENTE
PLAN_PHASE4_CAP	local	AUSENTE
getPlanPhase4Section	local	AUSENTE
getPlanModeV2Instructions	local	AUSENTE
getReadOnlyToolNames	local	AUSENTE
getPlanModeInterviewInstructions	local	AUSENTE
getPlanModeV2SparseInstructions	local	AUSENTE
getPlanModeV2SubAgentInstructions	local	AUSENTE
