sessionTranscriptModule	local	AUSENTE
POST_COMPACT_MAX_FILES_TO_RESTORE	export	AUSENTE
POST_COMPACT_TOKEN_BUDGET	export	AUSENTE
POST_COMPACT_MAX_TOKENS_PER_FILE	export	AUSENTE
POST_COMPACT_MAX_TOKENS_PER_SKILL	export	AUSENTE
POST_COMPACT_SKILLS_TOKEN_BUDGET	export	AUSENTE
MAX_COMPACT_STREAMING_RETRIES	local	AUSENTE
stripImagesFromMessages	export	presente
stripReinjectedAttachments	export	AUSENTE
ERROR_MESSAGE_NOT_ENOUGH_MESSAGES	export	AUSENTE
MAX_PTL_RETRIES	local	AUSENTE
PTL_RETRY_MARKER	local	AUSENTE
truncateHeadForPTLRetry	export	AUSENTE
ERROR_MESSAGE_PROMPT_TOO_LONG	export	AUSENTE
ERROR_MESSAGE_USER_ABORT	export	AUSENTE
ERROR_MESSAGE_INCOMPLETE_RESPONSE	export	AUSENTE
CompactionResult	export	presente
RecompactionInfo	export	AUSENTE
buildPostCompactMessages	export	presente
annotateBoundaryWithPreservedSegment	export	AUSENTE
mergeHookInstructions	export	AUSENTE
compactConversation	export	AUSENTE
partialCompactConversation	export	AUSENTE
addErrorNotificationIfNeeded	local	AUSENTE
createCompactCanUseTool	export	AUSENTE
streamCompactSummary	local	AUSENTE
createPostCompactFileAttachments	export	AUSENTE
createPlanAttachmentIfNeeded	export	AUSENTE
createSkillAttachmentIfNeeded	export	AUSENTE
createPlanModeAttachmentIfNeeded	export	AUSENTE
createAsyncAgentAttachmentsIfNeeded	export	AUSENTE
collectReadToolFilePaths	local	AUSENTE
SKILL_TRUNCATION_MARKER	local	AUSENTE
truncateToTokens	local	AUSENTE
shouldExcludeFromPostCompactRestore	local	AUSENTE
