/home/user/nestormonroy/ai-course-notes/articles/anthropic-effective-harnesses/content.txt	0%-cjk	12629
/home/user/nestormonroy/ai-course-notes/articles/anthropic-harness-long-running/content.txt	0%-cjk	29771
/home/user/nestormonroy/ai-course-notes/articles/fowler-harness-engineering/content.txt	0%-cjk	7248
/home/user/nestormonroy/ai-course-notes/articles/openai-harness-engineering/content.txt	0%-cjk	18996
/home/user/nestormonroy/ai-course-notes/articles/inngest-agent-harness/content.txt	0%-cjk	16123
/home/user/nestormonroy/ai-course-notes/articles/humanlayer-skill-issue/content.txt	0%-cjk	26002
/home/user/nestormonroy/ai-course-notes/articles/langchain-improving-deep-agents/content.txt	0%-cjk	11017
/home/user/nestormonroy/ai-course-notes/modern-agent/lecture12/lecture12.srt	21%-cjk	8977
/home/user/nestormonroy/ai-course-notes/modern-agent/lecture13/lecture13.srt	16%-cjk	13932
/home/user/nestormonroy/ai-course-notes/modern-agent/lecture15/lecture15.srt	19%-cjk	9626
/home/user/nestormonroy/ai-course-notes/modern-agent/lecture16/lecture16.srt	18%-cjk	30827
/home/user/nestormonroy/ai-course-notes/modern-agent/lecture17/lecture17.srt	18%-cjk	18248
/home/user/nestormonroy/ai-course-notes/articles/anthropic-writing-tools/content.txt	0%-cjk	20746
/home/user/nestormonroy/ai-course-notes/articles/anthropic-building-agents/content.txt	0%-cjk	17822
/home/user/nestormonroy/ai-course-notes/talks/no-priors/karpathy-code-agents/subs.en.srt	0%-cjk	391265
/home/user/nestormonroy/ai-course-notes/articles/google-agent-skill-patterns/content.txt	0%-cjk	6652
/home/user/nestormonroy/ai-course-notes/articles/dotey-claude-code-skills-translation/content.txt	55%-cjk	7323
/home/user/nestormonroy/ai-course-notes/articles/dotey-claude-code-skills-translation/original_content.txt	0%-cjk	14238
/home/user/nestormonroy/ai-course-notes/articles/minli-10x-skills-translation/content.txt	62%-cjk	4440
/home/user/nestormonroy/ai-course-notes/articles/minli-10x-skills-translation/original_content.txt	0%-cjk	8034
/home/user/nestormonroy/ai-course-notes/modern-agent/lecture14/lecture14.srt	20%-cjk	42595
/home/user/nestormonroy/ai-course-notes/articles/hooeem-claude-architect/content.txt	0%-cjk	9626
/home/user/nestormonroy/ai-course-notes/articles/langchain-evaluating-deep-agents/content.txt	0%-cjk	10451
/home/user/nestormonroy/ai-course-notes/modern-agent/lecture05/lecture05.srt	18%-cjk	30644
/home/user/nestormonroy/ai-course-notes/agentic-rl/lecture06/lecture06.srt	19%-cjk	18138
/home/user/nestormonroy/ai-course-notes/talks/berkeley-llm-agents/f25/lecture05/lecture05-blueprint.md	2%-cjk	1037
/home/user/nestormonroy/ai-course-notes/talks/berkeley-llm-agents/f25/lecture05/lecture05-coverage.md	0%-cjk	381
/home/user/nestormonroy/ai-course-notes/talks/berkeley-llm-agents/f25/lecture05/source-materials/SOURCES.md	0%-cjk	392
/home/user/nestormonroy/ai-course-notes/talks/berkeley-llm-agents/f25/lecture05/lecture05.en.srt	0%-cjk	290693
/home/user/nestormonroy/ai-course-notes/articles/ram-agentic-memory/content.txt	0%-cjk	9054
/home/user/nestormonroy/ai-course-notes/talks/berkeley-llm-agents/sp25/lecture08/lecture08.en.srt	0%-cjk	410763
/home/user/nestormonroy/ai-course-notes/articles/panda-claude-code-best-practices/content.txt	54%-cjk	7183
/home/user/nestormonroy/ai-course-notes/articles/vishwas-50-claude-tips/content.txt	0%-cjk	24318
/home/user/nestormonroy/ai-course-notes/articles/openai-codex-best-practices/content.txt	0%-cjk	10764
/home/user/nestormonroy/ai-course-notes/articles/corey-cowork-starter/content.txt	0%-cjk	5232
/home/user/nestormonroy/ai-course-notes/self-evolving-agents-2026/course-plan.md	35%-cjk	1219
/home/user/nestormonroy/ai-course-notes/self-evolving-agents-2026/lecture01/subs.srt	25%-cjk	36071
/home/user/nestormonroy/ai-course-notes/self-evolving-agents-2026/lecture01/subs.txt	32%-cjk	28622
/home/user/nestormonroy/ai-course-notes/self-evolving-agents-2026/lecture02/subs.srt	17%-cjk	39226
/home/user/nestormonroy/ai-course-notes/self-evolving-agents-2026/lecture02/subs.txt	23%-cjk	30105
/home/user/nestormonroy/ai-course-notes/self-evolving-agents-2026/lecture03/subs.srt	17%-cjk	41216
/home/user/nestormonroy/ai-course-notes/self-evolving-agents-2026/lecture03/subs.txt	22%-cjk	31237
/home/user/nestormonroy/ai-course-notes/self-evolving-agents-2026/lecture04/subs.srt	24%-cjk	30892
/home/user/nestormonroy/ai-course-notes/self-evolving-agents-2026/lecture04/subs.txt	31%-cjk	23531
/home/user/nestormonroy/ai-course-notes/self-evolving-agents-2026/lecture05/subs.srt	24%-cjk	46006
/home/user/nestormonroy/ai-course-notes/self-evolving-agents-2026/lecture05/subs.txt	31%-cjk	35488
/home/user/nestormonroy/ai-course-notes/self-evolving-agents-2026/lecture06/subs.srt	27%-cjk	46088
/home/user/nestormonroy/ai-course-notes/self-evolving-agents-2026/lecture06/subs.txt	34%-cjk	36604
/home/user/nestormonroy/ai-course-notes/self-evolving-agents-2026/lecture07/subs.srt	21%-cjk	59352
/home/user/nestormonroy/ai-course-notes/self-evolving-agents-2026/lecture08/subs.srt	23%-cjk	52749
/home/user/nestormonroy/ai-course-notes/self-evolving-agents-2026/lecture07/subs.txt	28%-cjk	44187
/home/user/nestormonroy/ai-course-notes/self-evolving-agents-2026/lecture08/subs.txt	31%-cjk	39948
/home/user/nestormonroy/ai-course-notes/self-evolving-agents-2026/lecture09/subs.srt	26%-cjk	50408
/home/user/nestormonroy/ai-course-notes/self-evolving-agents-2026/lecture09/subs.txt	35%-cjk	38351
/home/user/nestormonroy/ai-course-notes/articles/dotey-karpathy-translation/content.txt	57%-cjk	13426
/home/user/nestormonroy/ai-course-notes/articles/dotey-karpathy-translation/original_transcript.txt	0%-cjk	81756
