7	./articles/panda-claude-code-best-practices/panda-claude-code-best-practices-notes.tex	 contexto prompt orquestacion seguridad harness agente herramienta
7	./talks/lex-fridman/state-of-ai-2026/state-of-ai-2026-notes.tex	 contexto memoria evaluacion costo harness agente herramienta
6	./articles/hooeem-claude-architect/hooeem-claude-architect-notes.tex	 contexto prompt orquestacion harness agente herramienta
6	./articles/openai-codex-best-practices/openai-codex-best-practices-notes.tex	 contexto prompt evaluacion harness agente herramienta
6	./articles/vishwas-50-claude-tips/vishwas-50-claude-tips-notes.tex	 contexto prompt orquestacion seguridad agente herramienta
6	./talks/berkeley-llm-agents/f24/lecture08/lecture08-notes.tex	 prompt orquestacion evaluacion harness agente herramienta
6	./talks/berkeley-llm-agents/f24/lecture09/lecture09-notes.tex	 prompt orquestacion evaluacion seguridad agente herramienta
6	./talks/berkeley-llm-agents/f25/lecture09/lecture09-notes.tex	 contexto memoria evaluacion costo seguridad agente
6	./talks/berkeley-llm-agents/sp25/lecture08/lecture08-notes.tex	 contexto evaluacion seguridad harness agente herramienta
6	./talks/berkeley-llm-agents/sp25/lecture10/lecture10-notes.tex	 contexto memoria orquestacion evaluacion costo agente
6	./talks/lex-fridman/openclaw-agent/openclaw-agent-notes.tex	 memoria prompt orquestacion seguridad harness agente
5	./articles/anthropic-writing-tools/anthropic-writing-tools-notes.tex	 contexto prompt costo agente herramienta
5	./articles/humanlayer-skill-issue/humanlayer-skill-issue-notes.tex	 contexto evaluacion harness agente herramienta
5	./cs25/lecture26/lecture26-notes.tex	 memoria orquestacion seguridad harness agente
5	./cs25/lecture36/lecture36-notes.tex	 memoria orquestacion evaluacion seguridad agente
5	./talks/berkeley-llm-agents/f25/lecture01/lecture01-notes.tex	 evaluacion costo seguridad agente herramienta
5	./talks/berkeley-llm-agents/f25/lecture05/lecture05-notes.tex	 evaluacion costo harness agente herramienta
5	./talks/berkeley-llm-agents/f25/lecture12/lecture12-notes.tex	 prompt evaluacion seguridad agente herramienta
5	./youtube/zhangxiaojun/ep139-Xxz5uh0L1mE/ep139-notes.tex	 evaluacion seguridad harness agente herramienta
4	./6s191/lecture07/lecture07-notes.tex	 prompt costo agente herramienta
4	./articles/langchain-improving-deep-agents/langchain-improving-deep-agents-notes.tex	 contexto evaluacion harness agente
4	./cs146s/week02/week02-notes.tex	 contexto harness agente herramienta
4	./cs224n/lecture14/lecture14-notes.tex	 prompt evaluacion costo agente
4	./cs224r/lecture04/lecture04-notes.tex	 orquestacion evaluacion seguridad agente
4	./cs25-v6/lecture07/lecture07-notes.tex	 orquestacion seguridad agente herramienta
4	./cs25/lecture12/lecture12-notes.tex	 evaluacion costo seguridad herramienta
4	./cs25/lecture22/lecture22-notes.tex	 prompt evaluacion costo seguridad
4	./cs25/lecture24/lecture24-notes.tex	 memoria orquestacion costo agente
4	./cs25/lecture31/lecture31-notes.tex	 contexto evaluacion seguridad agente
4	./cs25/lecture37/lecture37-notes.tex	 prompt evaluacion costo harness
4	./cs329a/lecture08/lecture08-notes.tex	 contexto prompt evaluacion agente
4	./cs336-2026/lecture12/lecture12-notes.tex	 evaluacion costo seguridad agente
4	./cs336/lecture12/lecture12-notes.tex	 evaluacion costo seguridad agente
4	./modern-agent/lecture05/lecture05-notes.tex	 prompt orquestacion evaluacion agente
4	./modern-agent/lecture16/lecture16-notes.tex	 orquestacion harness agente herramienta
4	./talks/berkeley-llm-agents/f24/lecture05/lecture05-notes.tex	 evaluacion costo seguridad agente
4	./talks/berkeley-llm-agents/f24/lecture07/lecture07-notes.tex	 evaluacion seguridad agente herramienta
4	./talks/berkeley-llm-agents/sp25/lecture12/lecture12-notes.tex	 prompt evaluacion costo agente
4	./talks/no-priors/karpathy-code-agents/karpathy-code-agents-notes.tex	 memoria orquestacion harness agente
4	./talks/nvidia-gtc/yang-zhilin-gtc/yang-zhilin-gtc-notes.tex	 contexto orquestacion costo agente
4	./youtube/zhangxiaojun/ep118-RxXVq7-sJzM/ep118-notes.tex	 contexto memoria seguridad agente
4	./youtube/zhangxiaojun/ep130-ruVJ_5dObxs/ep130-notes.tex	 contexto evaluacion agente herramienta
4	./youtube/zhangxiaojun/ep136-u1Lzp-7Ybn8/ep136-notes.tex	 orquestacion costo harness agente
3	./6s191/lecture10/lecture10-notes.tex	 prompt evaluacion harness
3	./agentic-rl/lecture06/lecture06-notes.tex	 evaluacion costo agente
3	./articles/anthropic-building-agents/anthropic-building-agents-notes.tex	 orquestacion agente herramienta
3	./articles/anthropic-effective-harnesses/anthropic-effective-harnesses-notes.tex	 evaluacion harness agente
3	./articles/inngest-agent-harness/inngest-agent-harness-notes.tex	 contexto harness agente
3	./articles/openai-harness-engineering/openai-harness-engineering-notes.tex	 contexto harness agente
3	./cs146s/week03/week03-notes.tex	 contexto harness herramienta
3	./cs146s/week06/week06-notes.tex	 evaluacion seguridad agente
3	./cs153/lecture04/lecture04-notes.tex	 evaluacion costo herramienta
3	./cs153/lecture06/lecture06-notes.tex	 memoria evaluacion costo
3	./cs153/lecture09/lecture09-notes.tex	 evaluacion seguridad agente
3	./cs224n/lecture06/lecture06-notes.tex	 memoria evaluacion costo
3	./cs224r/lecture07/lecture07-notes.tex	 evaluacion seguridad herramienta
3	./cs224r/lecture08/lecture08-notes.tex	 evaluacion seguridad herramienta
3	./cs25-v6/lecture01/lecture01-notes.tex	 memoria costo agente
3	./cs25-v6/lecture04/lecture04-notes.tex	 contexto orquestacion costo
3	./cs25-v6/lecture06/lecture06-notes.tex	 contexto memoria evaluacion
3	./cs25-v6/lecture09/lecture09-notes.tex	 evaluacion costo agente
3	./cs25/lecture07/lecture07-notes.tex	 orquestacion evaluacion seguridad
3	./cs25/lecture25/lecture25-notes.tex	 contexto prompt evaluacion
3	./cs25/lecture32/lecture32-notes.tex	 evaluacion costo herramienta
3	./cs329a/lecture09/lecture09-notes.tex	 orquestacion evaluacion agente
3	./cs336-2026/lecture06/lecture06-notes.tex	 orquestacion evaluacion harness
3	./cs336-2026/lecture18/lecture18-notes.tex	 contexto memoria costo
3	./cs336/lecture01/lecture01-notes.tex	 orquestacion costo seguridad
3	./interviews/ungrounded/gui-agent-next-stop/gui-agent-next-stop-notes.tex	 memoria evaluacion agente
3	./interviews/ungrounded/zhao-chenyang-sglang/zhao-chenyang-sglang-notes.tex	 costo harness agente
3	./interviews/zhang-xiaojun/ji-yichao-manus/ji-yichao-manus-notes.tex	 evaluacion harness agente
3	./modern-agent/lecture07/lecture07-notes.tex	 prompt agente herramienta
3	./modern-agent/lecture12/lecture12-notes.tex	 prompt harness agente
3	./modern-agent/lecture13/lecture13-notes.tex	 harness agente herramienta
3	./modern-agent/lecture15/lecture15-notes.tex	 contexto prompt agente
3	./talks/aitime/yang-zhilin-scaling/yang-zhilin-scaling-notes.tex	 contexto costo agente
3	./talks/berkeley-llm-agents/f24/lecture02/lecture02-notes.tex	 evaluacion seguridad agente
3	./talks/berkeley-llm-agents/f24/lecture03/lecture03-notes.tex	 orquestacion seguridad agente
3	./talks/berkeley-llm-agents/f24/lecture11/lecture11-notes.tex	 memoria costo agente
3	./talks/berkeley-llm-agents/f25/lecture03/lecture03-notes.tex	 evaluacion agente herramienta
3	./talks/berkeley-llm-agents/f25/lecture04/lecture04-notes.tex	 evaluacion harness agente
3	./talks/berkeley-llm-agents/f25/lecture07/lecture07-notes.tex	 prompt evaluacion agente
3	./talks/berkeley-llm-agents/f25/lecture08/lecture08-notes.tex	 evaluacion agente herramienta
3	./talks/berkeley-llm-agents/sp25/lecture01/lecture01-notes.tex	 evaluacion seguridad agente
3	./talks/berkeley-llm-agents/sp25/lecture02/lecture02-notes.tex	 costo agente herramienta
3	./talks/berkeley-llm-agents/sp25/lecture06/lecture06-notes.tex	 orquestacion evaluacion agente
3	./talks/berkeley-llm-agents/sp25/lecture07/lecture07-notes.tex	 evaluacion costo agente
3	./talks/berkeley-llm-agents/sp25/lecture09/lecture09-notes.tex	 evaluacion costo agente
3	./talks/berkeley-llm-agents/sp25/lecture11/lecture11-notes.tex	 evaluacion costo agente
3	./talks/dwarkesh-patel/ilya-age-of-research/ilya-age-of-research-notes.tex	 evaluacion seguridad agente
3	./talks/greg-isenberg/claude-cowork/greg-isenberg-claude-notes.tex	 seguridad harness agente
3	./talks/qingke/qingke-agentic/qingke-agentic-notes.tex	 orquestacion evaluacion agente
3	./talks/qingke/qingke-llm/qingke-llm-notes.tex	 memoria agente herramienta
3	./youtube/ttkd0t5qTD4/ttkd0t5qTD4-notes.tex	 evaluacion harness agente
3	./youtube/zhangxiaojun/ep110-8dKBH4x0D9o/ep110-notes.tex	 contexto harness agente
3	./youtube/zhangxiaojun/ep112-6yExfoTuSWw/ep112-notes.tex	 harness agente herramienta
3	./youtube/zhangxiaojun/ep115-gQgKkUsx5q0/ep115-notes.tex	 orquestacion agente herramienta
3	./youtube/zhangxiaojun/ep119-858HR43pegk/ep119-notes.tex	 memoria orquestacion harness
3	./youtube/zhangxiaojun/ep123-qZbzFZ2R_Nw/ep123-notes.tex	 contexto orquestacion agente
3	./youtube/zhangxiaojun/ep138-vG1RBqn1sG4/ep138-notes.tex	 orquestacion costo agente
3	./youtube/zhangxiaojun/ep97-YshXmh_q_Q4/ep97-notes.tex	 costo harness agente
2	./agentic-rl/lecture03/lecture03-notes.tex	 evaluacion agente
