3	22	@thyrox/agent/hooks.js
3	19	@thyrox/agent/messages.js
0	9	@thyrox/permission/filesystem
1	9	@thyrox/config
8	9	../index.js
7	8	@thyrox/agent/compaction/compact.js
8	8	./_deps.js
0	7	@thyrox/command-runtime/skills/loadSkillsDir.js
0	7	@thyrox/config/settings
0	7	@thyrox/storage/claudemd.js
4	7	@thyrox/agent/attachments.js
6	7	./compact.js
0	6	@thyrox/agent/effort.js
6	6	@thyrox/permission
0	4	./claudeInChromeCommon.js
0	4	./hooks.js
0	4	./mode-dispatch.js
0	4	@thyrox/storage/sessionRestore.js
1	4	@thyrox/agent/prompts.js
0	3	./common.js
0	3	@thyrox/permission/pathValidation.js
1	3	@thyrox/agent/diff.js
2	3	@thyrox/agent/types/hooks.js
2	3	@thyrox/cli
2	3	@thyrox/permission/permissions
2	3	@thyrox/shell/process.js
0	2	../attribution.js
0	2	../messages.js
0	2	./loadSkillsDir.js
0	2	@thyrox/agent/inProcessTeammateHelpers.js
0	2	@thyrox/agent/toolSearch.js
1	2	../../permissions.js
1	2	../prompts.js
1	2	@thyrox/agent/context.js
1	2	@thyrox/agent/tasks.js
2	2	../types.js
2	2	./index.js
2	2	@thyrox/output/capture
2	2	@thyrox/provider/claudeAiLimits.js
0	1	../../filesystem.js
0	1	../../skills/loadSkillsDir.js
0	1	../global/config.js
0	1	../hooks.js
0	1	../settings/settings.js
0	1	../settings/types.js
0	1	./errors.js
0	1	./permissionTypes.js
0	1	@thyrox/agent/attribution.js
0	1	@thyrox/agent/claudeInChrome/common.js
0	1	@thyrox/agent/eventMetadata.js
0	1	@thyrox/agent/sessionTools/transcriptSearch.js
0	1	@thyrox/agent/tokenEstimation.js
0	1	@thyrox/permission/getNextPermissionMode.js
1	1	../attachments.js
1	1	../internalUtils.js
1	1	./compaction/compact.js
1	1	./prompts.js
1	1	@thyrox/agent/messages/systemInit.js
1	1	@thyrox/agent/sessionTitle.js
1	1	@thyrox/app-host/state/AppState.js
1	1	@thyrox/config/env
1	1	@thyrox/shell
