1	src/packages/agent/core/AgentCore.ts	CoreAssistantMessage	.usage
2	src/packages/agent/core/AgentCore.ts	CoreAssistantMessage	.usage.cache_creation_input_tokens
2	src/packages/agent/core/AgentCore.ts	CoreAssistantMessage	.usage.cache_read_input_tokens
1	src/packages/agent/core/AgentCore.ts	CoreAssistantMessage	.usage.input_tokens
1	src/packages/agent/core/AgentCore.ts	CoreAssistantMessage	.usage.output_tokens
1	src/packages/agent/core/AgentCore.ts	CoreMessage	.type
2	src/packages/agent/core/AgentLoop.ts	CoreAssistantMessage	.content
1	src/packages/agent/core/AgentLoop.ts	CoreAssistantMessage	.content.length
2	src/packages/agent/core/AgentLoop.ts	CoreAssistantMessage	.message.content
1	src/packages/agent/core/AgentLoop.ts	CoreAssistantMessage	.message.stop_reason
1	src/packages/agent/core/AgentLoop.ts	CoreAssistantMessage	.stop_reason
2	src/packages/agent/core/AgentLoop.ts	CoreAssistantMessage	.usage
1	src/packages/agent/core/AgentLoop.ts	CoreMessage	.type
