1	packages/agent/QueryEngine.ts	AgentMessage	.attachment
4	packages/agent/QueryEngine.ts	AgentMessage	.compactMetadata
1	packages/agent/QueryEngine.ts	AgentMessage	.compactMetadata.preservedSegment.tailUuid
2	packages/agent/QueryEngine.ts	AgentMessage	.content
2	packages/agent/QueryEngine.ts	AgentMessage	.content.includes
1	packages/agent/QueryEngine.ts	AgentMessage	.error
1	packages/agent/QueryEngine.ts	AgentMessage	.error.status
1	packages/agent/QueryEngine.ts	AgentMessage	.isApiErrorMessage
2	packages/agent/QueryEngine.ts	AgentMessage	.isCompactSummary
2	packages/agent/QueryEngine.ts	AgentMessage	.isMeta
1	packages/agent/QueryEngine.ts	AgentMessage	.isVisibleInTranscriptOnly
1	packages/agent/QueryEngine.ts	AgentMessage	.maxRetries
2	packages/agent/QueryEngine.ts	AgentMessage	.message
4	packages/agent/QueryEngine.ts	AgentMessage	.message.content
2	packages/agent/QueryEngine.ts	AgentMessage	.message.content.includes
1	packages/agent/QueryEngine.ts	AgentMessage	.message.stop_reason
1	packages/agent/QueryEngine.ts	AgentMessage	.precedingToolUseIds
1	packages/agent/QueryEngine.ts	AgentMessage	.retryAttempt
1	packages/agent/QueryEngine.ts	AgentMessage	.retryInMs
5	packages/agent/QueryEngine.ts	AgentMessage	.subtype
1	packages/agent/QueryEngine.ts	AgentMessage	.summary
3	packages/agent/QueryEngine.ts	AgentMessage	.timestamp
1	packages/agent/QueryEngine.ts	AgentMessage	.toolUseResult
11	packages/agent/QueryEngine.ts	AgentMessage	.type
12	packages/agent/QueryEngine.ts	AgentMessage	.uuid
1	packages/agent/createDeps.ts	AgentMessage	.type
1	packages/agent/internal/queryConfig.ts	AgentMessage	.apiError
1	packages/agent/internal/queryConfig.ts	AgentMessage	.type
1	packages/agent/internal/stopHooksCore.ts	AgentMessage	.attachment
1	packages/agent/internal/stopHooksCore.ts	AgentMessage	.attachment.hookEvent
1	packages/agent/internal/stopHooksCore.ts	AgentMessage	.data
6	packages/agent/internal/stopHooksCore.ts	AgentMessage	.toolUseID
5	packages/agent/internal/stopHooksCore.ts	AgentMessage	.type
2	packages/agent/query.ts	AgentAssistantMessage	.isApiErrorMessage
1	packages/agent/query.ts	AgentAssistantMessage	.message
10	packages/agent/query.ts	AgentAssistantMessage	.message.content
1	packages/agent/query.ts	AgentAssistantMessage	.message.usage
1	packages/agent/query.ts	AgentAssistantMessage	.type
1	packages/agent/query.ts	AgentAssistantMessage	.uuid
2	packages/agent/query.ts	AgentMessage	.attachment.type
4	packages/agent/query.ts	AgentMessage	.message.content
1	packages/agent/query.ts	AgentMessage	.message.content.find
1	packages/agent/query.ts	AgentMessage	.message.content.some
9	packages/agent/query.ts	AgentMessage	.type
