archivo	bytes	tipo	sha256
bunfs-root/audio-capture.js	2169	texto	dade8086bd1f3c1d336d8128e9eccc1a939ea35e30c0f74f05c51e3def1d1cc4
bunfs-root/audio-capture.node	492184	elf-nativo	185f990044394fbd4811284cfe9812d261453571c4dfbfa27dadd299c53036eb
bunfs-root/chart.umd.min.js	208522	texto	48444a82d4edcb5bec0f1965faacdde18d9c17db3063d042abada2f705c9f54a
bunfs-root/cli	28249679	texto	fdedb93f766a682ed1c7db871c4ca9ab023d638e5f21e1c2dfbe390ad7f7a1dc
bunfs-root/clipboard-napi.js	2170	texto	427bb40747fe47c5e73fe23b2c3c5ddbd5f366c4a309b8a1d22c3ad3bc8ccd04
bunfs-root/clipboard-napi.node	1072904	elf-nativo	092e2ac6a89598ace2279ae8ee2c9738474669a27fd69a65b528b5eca7329221
bunfs-root/hljsBundle.generated.min.js	985483	mixto-93pc	442152fe2c6e5396ee196f5a92a212a8899a011d0f87fdba9a552057d20b178f
bunfs-root/image-processor.js	2171	texto	09f95a3f5ae45351ac787a85de057676d40069df4267fd569b684822e228a031
bunfs-root/image-processor.node	1464760	elf-nativo	37bec7de530676e3dfe963d34a824b49191595809a8072348a2ef4571f1e5f4d
bunfs-root/mermaid.min.js	3312967	mixto-99pc	70137e77bb273bb2ef972b86e8b0400cca8be53cb25bfc45911a186dc98665de
bunfs-root/payload.template.html.asset	2229484	mixto-99pc	89a10ff1f738cb63db7e86401d69332a6c89439f2bf31c2af1c8eebef12962bf
